facilityname,countrycode,floodrisk,latitude,longitude
KNIFE RIVER PLANT #5,US,1.56,42.473776,-96.540833
NOTUS PIT,US,0.79,43.701378,-116.78735
WHEATLAND CONCRETE,US,8.64,45.093649,-123.028739
MDU RESOURCES KNIFE RIVER SUNDIAL ASPHALT,US,5.92,45.563343,-122.408729
SALEM ASPHALT,US,5.64,45.0617,-123.005118
MDU CORVALLIS ASPHALT,US,1.98,44.56329,-123.2415
MDU RESOURCES EUGENE CONCRETE,US,6.06,44.099166,-123.10818
KIRTLAND CONCRETE,US,18.51,42.42843,-122.963877
MDU RESOURCES KLAMATH FALLS CONCRETE,US,0.94,42.181815,-121.770919
TUMALO CONCRETE,US,12.42,44.142197,-121.330615
KNIFE RIVER SPOKANE PRESTRESS,US,1.49,47.665505,-117.336304
Lewis & Clark,US,9.48,47.6788,-104.1569
SIEMENS GAMESA RENEWABLE ENERGY INC.,US,0.96,40.5826,-91.4287
BAYER CROPSCIENCE LP,US,1.09,41.350469,-91.081619
BAYER CROPSCIENCE,US,4.1,39.121472,-94.473417
BAYER CROPSCIENCE LP,US,4.4,29.92444,-90.352217
Bayer CropScience LP,US,1.68,41.35216,-91.08383
FRENCH ISLAND PLANT,US,0.85,43.8291,-91.2597
XCEL ENERGY BLACK DOG GENERATING PLANT,US,13.71,44.810639,-93.250252
PUBLIC SERVICE CO OF COLORADO CHEROKEE STATION,US,0.93,39.807769,-104.964802
PUBLIC SERVICE COMPANY OF COLORADO ARAPAHOE STATION,US,0.6,39.66915,-104.99942
XCEL ENERGY RIVERSIDE GENERATING PLANT,US,0.01,45.0201,-93.2744
DAKTRONICS INC,US,0.1,43.59469,-96.71935
BLACK HILLS ENERGY - WN CLARK STAT ION,US,2.07,38.4347,-105.2507
AQUILA. INC. - PUEBLO POWER PLANT,US,1.51,38.26662,-104.61508
Barre Generating Station,US,0.02,33.8073,-117.9833
COFFEYVILLE RESOURCES NITROGEN FERTILIZERS LLC,US,0.85,37.04536,-95.60517
COFFEYVILLE RESOURCES REFINING & MARKETING,US,0.85,37.047556,-95.606106
ILLINOIS CORN PROCESSING LLC,US,1.57,40.553402,-89.670052
PACIFIC ETHANOL STOCKTON LLC,US,0.89,37.9413,-121.3385
AFTON CHEMICAL CORP,US,5.93,38.60263,-90.1675
AFTON CHEMICAL CORP,US,5.93,38.60055,-90.1729
SOLVAY FLUORIDES LLC,US,3.23,38.59905,-90.12693
PRINCE AGRI PRODUCTS INC.,US,4.8,39.87955,-91.41335
AMEREN CORP GRAND TOWER POWER STATION,US,18.72,37.65835,-89.5114
AMEREN MISSOURI RUSH ISLAND ENERGY CENTER,US,0.16,38.1306,-90.2625
AMEREN MISSOURI MERAMEC ENERGY CENTER,US,2.56,38.40212,-90.335953
AMEREN MISSOURI SIOUX ENERGY CENTER,US,0.56,38.915021,-90.288875
Labadie,US,3.32,38.5583,-90.8361
Venice,US,30,38.6642,-90.1764
Sioux,US,2.54,38.9158,-90.2917
IATAN GENERATING STATION,US,0.41,39.447569,-94.979125
HAWTHORN GENERATING STATION,US,2.06,39.130833,-94.477778
NORTHEAST GENERATING STATION,US,12.36,39.123477,-94.559557
LAKE ROAD STATION,US,9.21,39.7253,-94.87576
Hawthorn Generating Station,US,2.06,39.1306,-94.4778
MGPI of Indiana. LLC,US,8.54,39.09997,-84.86134
GATEWAY TERMINALS LLC,US,4.14,38.590643,-90.191543
3P PROCESSING LLC,US,0.05,37.663308,-97.383225
OFS CS Lindsay Booster,US,0.28,34.8475694,-97.5629222
WATERFORD 1-3 COMPLEX,US,2.37,30.00052,-90.47687
ENTERGY LOUISIANA LLC - NINEMILE POINT PLANT,US,4.8,29.95083,-90.14139
BURAS,US,2.22,29.35777,-89.53824
Ouachita Plant,US,0.55,32.7056,-92.0697
Waterford 1 & 2,US,2.44,29.9994,-90.4758
Cecil Lynch,US,0.73,34.7535,-92.1987
Little Gypsy,US,2.4,30.0033,-90.4611
A B Paterson,US,1.28,30.0158,-90.0258
Monroe,US,29.84,32.5278,-92.1278
Entergy New Orleans. LLC Gas Business,US,2.45,29.979811,-90.079349
Sterlington,US,15.74,32.7047,-92.0792
St.Charles,US,2.4,30.004648,-90.464826
New Orleans Power Station,US,3.04,29.995372,-89.940301
GULF ISLAND SERVICES LLC,US,0.41,29.54405,-90.68954
GULF ISLAND FABRICATION LLC,US,0.01,29.54296,-90.69774
OHMSTEDE LTD,US,10.42,30.24515,-91.06321
CLEARWATER PAPER CORP,US,0.13,33.7065,-91.236
CLEARWATER PAPER CORP-PPD & CPD IDAHO,US,3.83,46.427,-116.967
CLEARWATER PAPER CORP-CYPRESS BEND MILL,US,0.13,33.70575,-91.24037
CLEARWATER PAPER CORP,US,3.83,46.427919,-116.967316
TETRA CHEMICALS,US,0.91,35.10773,-90.1902
AAON INC,US,2.53,36.126167,-96.015972
MUSKOGEE GENERATING STATION,US,4.12,35.76054,-95.28731
Muskogee,US,4.12,35.7617,-95.2847
Mustang,US,4.21,35.4711,-97.6733
PHILLIPS 66 PIPELINE-WICHITA FALLS PRODUCTS/CRUDE TERMINAL,US,0.43,33.930043,-98.500066
GULFMARK ENERGY INC,US,9.64,28.865351,-96.027449
AMERICAN ELECTRIC POWER VICTORIA POWER STATION,US,1.29,28.7891,-97.0106
Rio Grande,US,20.16,31.8047,-106.5472
Cholla,US,1.86,34.9394,-110.3033
PG&E GATEWAY GENERATING STATION,US,0.12,38.0167,-121.7592
PGE BEAVER PLANT & PORT WESTWARD PLANT,US,5.47,46.170703,-123.155248
Port Westward,US,4.6,46.1792,-123.1717
Beaver,US,5.47,46.172817,-123.17502
PGE T&D Facility,US,6.27,45.52,-122.66999
Coyote Springs Switchyard,US,6.27,45.52,-122.66999
SAFRAN CABIN MATERIALS LLC,US,6.47,48.185363,-117.040068
SAFRAN CABIN MATERIALS LLC,US,6.47,48.185363,-117.040068
PBG - WINNIPEG,CA,0.07,49.8939,-97.2139
The Pepsi Bottling Group-Delta,CA,1.09,49.1735,-122.9483
Pollard Banknote - Winnipeg Plant,CA,0.06,49.836582,-97.17232
,CA,5.88,50.3913,-105.5477
Oak 2-7,CA,1.75,56.4373,-120.6728
Sceptre Oil Battery 06-24,CA,9.62,53.067236,-115.038158
ST. ANDRE,CA,3.74,45.5653,-74.3361
Mitsue OB 14-30-72-04W5,CA,0.48,55.2656,-114.6078
Mitsue Sour GP 10-30-72-4W5,CA,0.48,55.2656,-114.6014
Gascan Mitsue OB 16-33-74-06W5,CA,0.27,55.4594,-114.8513
Mitsue WPlant 02/10-30-72-4W5,CA,0.47,55.26684,-114.60134
Doe River 14-31,CA,6.14,56.0694,-119.8772
BEACON HILL NORTH 13-23,CA,0.85,54.2945,-109.8083
VERO ROSEVEAR 03-19(06-18)-054-15W5,CA,1.61,53.6742,-116.2033
Bonavista 02/08-17-008-22W4,CA,5.13,49.647639,-112.94123
Delta,CA,1.9,49.1377,-123.0146
MIRAMICHI MARINE TERMINAL,CA,2.74,47.01878,-65.4857
ABB SI Beloeil,CA,0.17,45.594942,-73.227415
SARNIA,CA,3.16,42.6385,-82.4941
West Windsor Power,CA,0.86,42.2807,-83.0876
Parker Hannifin ECD,CA,0.01,49.83193,-97.1659
St Thomas - Valleyfield Warehouse,CA,0.1,45.2341,-74.0871
DIAGEO CANADA INC. - AMHERSTBURG,CA,0.78,42.1142,-83.1102
Prairie Green IWMF,CA,2.9,50.0047,-97.1307
TRÉFILERIE ET UMS(USINE DE MATÉRIEL DE SOUDURE),CA,0.73,45.5867,-73.4644
Vancouver acetylene plant,CA,2.39,49.2076,-123.11
Ogden Point Quarry,CA,0.84,43.9871,-77.8692
Suncor Energy Inc. Oil Sands,CA,6.52,57.0033,-111.4661
BLIND RIVER REFINERY,CA,8.46,46.1799,-83.0172
Elmworth Comp Stn 10-13 (NPRI),CA,0.33,55.0619,-119.3881
Elmworth Comp Stn 10-17,CA,0.44,55.0619,-119.337
Elmworth Comp Stn 10-35 (NPRI),CA,0.77,55.0183,-119.4136
Elmworth Comp Stn 08-13,CA,0.88,54.97245,-119.5292
Elmworth Comp Stn 15-03,CA,0.44,54.950802,-119.436852
Sousa Oil Battery 2 15-25,CA,0.57,58.7615,-118.6904
BEACON COLONY 01-13,CA,0.91,54.3564,-109.614
Beacon Hill North Comp Stn 13-23,CA,0.85,54.295838,-109.801643
ABGS0154260 / Pipestone South Gas Battery 14-17,CA,0.04,55.066983,-119.18593
Pipestone South Gas MWB 02-20-070-08W6,CA,0.05,55.0706,-119.1796
Winnipeg South,CA,0.23,49.82803,-97.17399
Winnipeg North,CA,0.02,49.90571,-97.19888
AJF Vancouver,CA,4.16,49.175261,-122.946648
AJF Northern Processing,CA,21.58,53.884552,-122.74691
AkzoNobel Wood Coatings (Winnipeg),CA,0.58,49.8421,-97.1732
Usine de Bécancour,CA,0.63,46.3841,-72.3735
BALL PACKAGING PRODUCTS CANADA CORP. RICHMOND,CA,1.5,49.1986,-123.0704
Usine de Tracy,CA,2.33,46.0287,-73.1346
Masson-Angers,CA,0.57,45.5503,-75.3867
New Westminster Plant,CA,3.44,49.22671,-122.87557
Pinto Oil SWB 16-31,CA,23.35,49.085731,-102.658563
General Dynamics OTS-Canada (Usine de Le Gardeur),CA,1.67,45.748609,-73.480763
Quaker Peterborough Plant,CA,6.63,44.307,-78.3154
Siemens Transformateurs Canada Inc.,CA,1.07,46.3319,-72.5614
Transcontinental Vancouver,CA,1.18,49.1636,-122.9659
SKBTB4L2215,CA,5.76,49.19145,-102.05912
Whitecap Grouard 02-13-075-15W5M,CA,0.41,55.49117,-116.1865
Whitecap Grouard 07-18-075-15W5M,CA,0.43,55.4947,-116.32
Kaybob Oil SWB 01-32-058-19W5,CA,0.4,54.052057,-116.779233
Karr 14-05-064-02W6 SWB (102/13-01),CA,1.31,54.51427,-118.267901
General Dynamic OTS-Canada Valleyfield Inc.,CA,1.28,45.2867,-74.0717
Thunder Bay Terminal,CA,5.32,48.371,-89.2456
Terrace Terminal,CA,0.84,54.513,-128.5803
International Paper Canadian Pulp Holdings ULC,CA,2.25,55.0712,-118.6912
SKBT0015054 (Tank),CA,16.87,52.931143,-109.887968
PEOC MANNVILLE 3-33-50-8,CA,12.88,53.351087,-111.11581
VANCOUVER INTERNATIONAL AIRPORT,CA,0.78,49.185,-123.169
VANCOUVER PAINT SHOP,CA,1.96,49.1929,-123.1666
Whitehorse International Airport,CA,1.97,60.7126,-135.0703
ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,CA,3.12,42.2605,-83.1002
Norman Wells Central Processing Facility,CA,6.14,65.2873,-126.8812
Morrisburg Plant,CA,4.64,44.9136,-75.1583
Veolia ES Canada Industrial Services Inc.,CA,2.32,42.34178,-82.18955
Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,CA,0.31,46.0447,-73.1392
Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,CA,0.03,50.2435,-63.6064
Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,CA,0.31,46.0447,-73.1392
Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,CA,0.03,50.2435,-63.6064
Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,CA,0.31,46.0447,-73.1392
Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,CA,0.03,50.2435,-63.6064
MacKenzie Highway Station,CA,8.64,61.8617,-121.3476
Wrigley Station,CA,10.72,63.193922,-123.385895
KAMLOOPS TERMINAL,CA,18.48,50.6775,-120.2537
Hay River Terminal,CA,0.83,60.8244,-115.7775
TERRACE TERMINAL,CA,0.84,54.5142,-128.5801
Winnipeg Terminal,CA,1.02,49.98149,-97.0464
Sarnia Cogen Plant,CA,0.61,42.9586,-82.4146
Fort Saskatchewan Nitrogen Operations,CA,6.46,53.72539,-113.193
ArcelorMittal Contrecoeur Est,CA,3.05,45.833684,-73.261054
Hammond Division,CA,9.17,49.20494,-122.6529
Castlegar Sawmill,CA,30,49.33591,-117.72737
Grand Forks Sawmill,CA,13.39,49.02552,-118.4373
ALEXANDER BOOSTER,CA,0.73,54.4078,-110.3336
Enerchem Slave Lake 16-31-073-05W5,CA,0.31,55.37226,-114.74895
Nevis Gas Plant,CA,20.67,52.31287,-113.07678
Pipestone Compressor Station 08-15-070-08W6,CA,1.73,55.059763,-119.122519
VANCOUVER SILVERTREE DIVISION,CA,0.3,49.2049,-123.1223
Lindbergh Cavern,CA,2.59,53.8669,-110.6449
Mitsue FST,CA,0.53,55.2583,-114.5883
Usine de Beauharnois,CA,0.01,45.308622,-73.892269
Usine Alma,CA,1.61,48.5837,-71.6889
Installations Portuaires et Services Ferroviaires,CA,3.69,48.3335,-70.8784
Usine de Beauharnois,CA,0.01,45.308622,-73.892269
Usine Alma,CA,1.61,48.5837,-71.6889
Installations Portuaires et Services Ferroviaires,CA,3.69,48.3335,-70.8784
Usine de Beauharnois,CA,0.01,45.308622,-73.892269
Usine Alma,CA,1.61,48.5837,-71.6889
Installations Portuaires et Services Ferroviaires,CA,3.69,48.3335,-70.8784
Marten Hills Sour Gas Plant 12-18-076-25W4,CA,1.13,55.5856,-117.8916
North Tangleflags Facility,CA,1.57,53.506729,-109.567004
ATMORE 01-29,CA,0.37,54.8218,-112.5546
Mitsue Oil SWB 02-26-074-06W5,CA,0.31,55.4328,-114.8072
Akuinu 04-06,CA,1.45,54.7636,-114.3028
Ardmore 05-21,CA,0.73,54.3752,-110.4021
SMITH WEST 16-01,CA,0.6,55.1237,-114.1586
SPURFIELD 07-28,CA,1.16,55.1747,-114.2411
Smith West Sweet Gas Plant 09-01-071-02W5,CA,0.6,55.1214,-114.1591
SPUR 11-6-73-1W5,CA,0.36,55.2948,-114.1458
GRASSLAND 11-07,CA,0.57,54.7864,-112.7442
BLANCHETT 11-32,CA,1.01,56.8442,-113.3111
GOLD CREEK EAST 13-29,CA,1.61,54.8328,-118.5847
Charron Lake Compressor Station 15-01-069-16W4,CA,0.16,54.9492,-112.3047
JULY LAKE A-71-G,CA,1.48,59.6439,-120.6306
July Lake Comp Stn A-071-G,CA,1.48,59.6442,-120.6292
KIMEA C-86-H,CA,2.43,59.6556,-121.0731
Ferrier Sweet Gas Plant 01-20-039-07W5,CA,3.69,52.3663,-114.963
Eaglesham Sweet Gas Plant 02-14-077-25W5,CA,4.36,55.6669,-117.7616
Victor Sweet Gas Plant 06-17-071-01W5,CA,0.51,55.1456,-114.1189
NW Belloy (Dunvegan) Sour Gas Processing Plant 16-36-079-03W6,CA,11.05,55.895,-118.3175
KARR CREEK 03-10,CA,0.83,54.6908,-118.5228
MITSUE 11-15,CA,0.72,54.8873,-114.3739
Galloway Compressor Station 13-26-054-22W5,CA,2.29,53.6979,-117.1537
SKBTB4L2211 (Alameda East Oil Battery 05-13-003-02W2),CA,12.8,49.2082,-102.1605
Ardmore Compressor Station 03-01-063-03W4,CA,0.72,54.4143,-110.3263
NEVIS 06-22-039-22W4,CA,24.67,52.2802,-113.0602
PCP LINDBERGH 5P-33,CA,23.44,53.793,-110.5467
Nipisi Sweet Gas Plant 12-30-072-04W5,CA,0.47,55.2668,-114.613
Spurfield Compressor Station 07-28-071-02W5,CA,0.99,55.1772,-114.2441
MITSUE 7-28-71-2W5 CS 06-14,CA,0.65,55.2326,-114.2003
Bp Canada Energy Company CS 10-06,CA,0.48,54.508501,-111.200284
Dome Grassland 11-7,CA,0.57,54.786452,-112.743829
Teepee Compressor Station 11-04-074-05W6,CA,6.41,56.248929,-119.697231
WOODENHOUSE P30 16-29-086-23W4,CA,0.06,56.491748,-113.591036
WOODENHOUSE P32 09-32-086-23W4,CA,0.05,56.502587,-113.591036
WOODENHOUSE PAD 17 12-29-86-23W4,CA,0.01,56.488132,-113.610547
Wapiti Compressor Station 06-10-069-10W6,CA,0.48,54.958831,-119.438638
SEIBERT LAKE 15-19-063-08W4,CA,0.07,54.469572,-111.199843
WOODENHOUSE 01-29-086-23W4,CA,0.01,56.480909,-113.591036
WOODENHOUSE 04-29-086-23W4,CA,0.16,56.480906,-113.610547
WOODENHOUSE 100/06-20-086-23W400,CA,0.06,56.469887,-113.604044
WOODENHOUSE 102/06-29-086-23W4/00,CA,0.09,56.48452,-113.604044
WOODENHOUSE 11-17-086-23W4,CA,0.12,56.459048,-113.604044
Woodenhouse Bitumen Battery 11-20-086-23W4,CA,0.06,56.4735,-113.604044
Woodenhouse 11-29-86-23w4,CA,0.09,56.488134,-113.604043
WOODENHOUSE 13-29-86-23W4,CA,0.01,56.491745,-113.610547
WOODENHOUSE 2-17-086-23W4,CA,0.12,56.451822,-113.597541
WOODENHOUSE 2-5-87-23W4,CA,0.05,56.507779,-113.627983
WOODENHOUSE 9-20-086-23W4,CA,0.04,56.473502,-113.591036
Gold Creek Gas Battery 01-06-070-08W6,CA,1.03,55.027051,-119.198805
Woodenhouse Bitumen Battery 03-29-086-23W4,CA,0.14,56.480907,-113.604044
Steveville Compressor Station 06-07-022-12W4,CA,9.39,50.854042,-111.657756
Dunvegan Compressor Station 13-04-080-03W6,CA,11.2,55.910856,-118.414574
Ferrier Gas Battery 02-17-039-07W5,CA,2.9,52.350445,-114.970005
Mitsue Compressor Station 11-30-072-04W5,CA,0.47,55.266832,-114.607675
Smith Compressor Station 05-17-071-01W5,CA,0.53,55.14682,-114.12726
Smith Compressor Station 11-34-071-02W5,CA,0.81,55.1941,-114.223
Hudson Bay OSB,CA,2.42,52.822499,-102.362492
iLevel by Weyerhaeuser Vancouver Plant,CA,2.61,49.1638,-122.9464
NORTHWEST HARDWOODS,CA,0.88,49.1404,-123.0295
Grande Prairie Sawmill,CA,2.25,55.071,-118.689
Iroquois Falls Generating Station,CA,1.53,48.7696,-80.6669
Aerostructures Division,CA,2.69,49.15005,-122.94527
Akzo Nobel Pty Limited,AU,3.27,-27.51020813,153.0127106
ASSA ABLOY Australia,AU,3.28,-27.53444481,152.9911041
Emerald Rail Fuelling Facility,AU,0.35,-23.52722168,148.1533356
Hexham Train Support Facility,AU,2.33,-32.82321167,151.6807556
Rollingstock Maintenance Rockhampton,AU,0.89,-23.38720512,150.5171356
Buronga Hill Winery,AU,3.39,-34.15350342,142.1803589
Balgowan Oilfield,AU,2.49,-27.61163139,139.4727478
Butlers Oilfield,AU,0.22,-28.02107239,139.2775726
Christies Oilfield,AU,3.36,-27.88294983,139.3728943
Growler,AU,3.58,-27.55900002,139.5659943
Lycium,AU,2.65,-28.06461525,139.5386963
Snatcher,AU,1.12,-27.42900085,139.7120056
Stanleys,AU,0.51,-27.59300041,139.5059967
Windmill Oilfield,AU,1.77,-27.93468094,139.381546
in p/ship with Vacuum Oil Co. t/a CSR Emoleum,AU,8.16,-36.10695267,146.8901367
in p/ship with Vacuum Oil Co. t/a CSR Emoleum,AU,1.15,-36.35645294,145.3071747
Gibson Island,AU,3.48,-27.43388939,153.1239471
Longford,AU,4.63,-41.58903122,147.1160278
Nestle Beverages Smithtown,AU,1.24,-31.02117348,152.9413147
Uncle Tobys,AU,0.42,-36.01268005,146.4086609
Nestle Beverages Smithtown,AU,1.24,-31.02117348,152.9413147
Uncle Tobys,AU,0.42,-36.01268005,146.4086609
Nestle Beverages Smithtown,AU,1.24,-31.02117348,152.9413147
Uncle Tobys,AU,0.42,-36.01268005,146.4086609
Orora Beverage Cans,AU,7.28,-27.56230354,153.0052338
"Lytton"""",AU,1.75,-27.41007805,153.1552429"
Wilga Park Power Station,AU,1.59,-30.2140007,149.4029999
Lindemans Karadoc Winery,AU,5.77,-34.31955338,142.2730103
Patho landfill,AU,0.01,-36.06897354,144.4313965
CENTRAL POWER STATION,US,0.18,70.275827,-148.664928
BPXA GATHERING CENTER #3,US,1.36,70.283916,-148.683501
MARKHAM GAS PROCESSING PLANT,US,0.03,29.018056,-96.057778
NORTHWEST PIPELINE GP SUMAS C/S,US,6.65,49.001,-122.2214
TRANSCO STATION 30,US,0.04,29.27916,-96.28888
CAMDEN CNTY RESOURCE RECOVERY ASSOC,US,0.71,39.9094,-75.1167
Covanta WBH,US,0.64,36.13221,-96.01738
COVANTA PLYMOUTH RENEWABLE ENERGY LLC,US,3.07,40.09584,-75.31056
EXXONMOBIL PAULSBORO LUBE PLANT,US,0.03,39.829664,-75.254053
EXXON MOBIL CORP NASHVILLE TERMINAL,US,17.36,36.180906,-86.827665
EXXON MOBIL CORP MEMPHIS TERMINAL,US,4.97,35.120427,-90.077782
EXXONMOBIL ANCHORAGE TANK FARM,US,6.4,30.475226,-91.222063
LNVA-NORTH REGIONAL TREATMENT PLANT,US,0.76,30.063425,-94.061066
EXXONMOBIL OIL CORP ATWOOD TERMINAL,US,0.06,33.866683,-117.838515
EXXON MOBIL CORP SPOKANE TERMINAL,US,0.09,47.670062,-117.320917
BPXA GATHERING CENTER #1,US,0.28,70.306026,-148.729388
BPXA GATHERING CENTER #2,US,0.11,70.310918,-148.862927
EXXONMOBIL PAULSBORO LUBE PLANT,US,0.03,39.829664,-75.254053
EXXON MOBIL CORP NASHVILLE TERMINAL,US,17.36,36.180906,-86.827665
EXXON MOBIL CORP MEMPHIS TERMINAL,US,4.97,35.120427,-90.077782
EXXONMOBIL ANCHORAGE TANK FARM,US,6.4,30.475226,-91.222063
LNVA-NORTH REGIONAL TREATMENT PLANT,US,0.76,30.063425,-94.061066
EXXONMOBIL OIL CORP ATWOOD TERMINAL,US,0.06,33.866683,-117.838515
EXXON MOBIL CORP SPOKANE TERMINAL,US,0.09,47.670062,-117.320917
BPXA GATHERING CENTER #1,US,0.28,70.306026,-148.729388
BPXA GATHERING CENTER #2,US,0.11,70.310918,-148.862927
Antero Resources - 160 - Appalachian Basin (Utica),US,1.07,39.7541032,-105.0002242
Antero Midstream LLC- 160A Basin,US,1.07,39.752016,-105.000734
Antero Midstream LLC- 160 Basin,US,1.07,39.752016,-105.000734
Avista Corporation-WA,US,2.02,47.66,-117.39
Avista Corporation-OR,US,2.02,47.66,-117.39
Avista Corporation,US,2.02,47.66,-117.39
Black Dog,US,13.71,44.8108,-93.2501
PUBLIC SERVICE CO DENVER STEAM PLT,US,1.07,39.754103,-105.000224
Cherokee,US,0.93,39.8078,-104.9648
Equitable Gas Company (PA) dba Peoples,US,12.82,40.446485,-80.008193
EQT Production - Basin 160 - Appalachian,US,12.82,40.442188,-80.000854
EQT Production - Basin 160A - Appalachian Eastern Overthrust,US,12.82,40.442188,-80.000854
EQT Gathering. LLC - Basin 160 - Appalachian - GB,US,12.82,40.44221,-80.00077
EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,US,12.82,40.442188,-80.000854
EQT Gathering. LLC - Basin 160A - Appalachian Eastern Overthrust - GB,US,12.82,40.44221,-80.00077
Appalachian Facility,US,2.39,38.35082,-81.63328
TEXAS GAS TRANSMISSION - GREENVILLE STATION,US,2.64,33.392476,-91.017584
Texas Gas Transmission - Lake Cormorant Station,US,1.7,34.899192,-90.166389
Gulf South Pipeline - Sterlington Station,US,0.29,32.67155,-92.08936
Gulf South Pipeline - Tallulah Station,US,1.02,32.39598,-91.173699
Texas Gas Transmission - Isola Station,US,0.47,33.234785,-90.620417
Gulf South Pipeline - Marksville Station,US,0.04,31.1632,-92.2015
Texas Gas Transmission - Columbia Station,US,0.15,32.154474,-92.091272
Gulf South Pipeline - Rodrigue Station,US,6.37,30.058269,-91.118525
Texas Gas Transmission - Clarksdale Station,US,4.99,34.1960298,-90.6393702
Gulf South Pipeline - Arnaudville Station,US,3.75,30.41766,-91.89776
FOLGER COFFEE CO - GENTILLY PLANT,US,0.1,30.03322,-89.91021
Rio Bravo Generating Station,US,0.11,35.0442,-106.67
Burlington Generating Station,US,6.71,40.0753,-74.8781
Bethlehem Energy Center (Albany),US,2.05,42.5905,-73.7636
SNG Station 4020 Bear Creek Storage. LA,US,2.81,31.728614,-93.05762
SNG Station 5010 White Castle. LA,US,11.21,30.19714,-91.10277
TGP Station 40 Natchitoches. LA,US,2.81,31.728614,-93.05762
FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,US,8.56,30.54037,-91.86962
NGPL Station 342 Johnson's Bayou. LA,US,1.07,29.803589,-93.753746
KMTP Station 581 Markham. TX,US,0.61,28.99565,-96.15619
KH Coushatta Gas Treating Facility Coushatta. LA,US,0.59,32.111566,-93.4922
KH Plantation Central Gas Treating Facility Coushatta. LA,US,3.14,32.194066,-93.487309
KH Plantation South Gas Treating Facility Coushatta. LA,US,3.14,32.194063,-93.486667
TGP Station 114 Catlettsburg. KY,US,12.7,38.271667,-82.575
TGP Station 32 Jasper. TX,US,0.55,30.985025,-94.137507
TGP Station 827 Alexandria. LA,US,3.22,31.190566,-92.355996
Bobcat,US,2.26,30.54161,-91.91573
Dixon Springs,US,4.66,36.363596,-86.073483
Brownsville,US,0.57,25.946107,-97.42356
EQM Gathering Opco. LLC - Basin 160A - Appalachian Eastern Overthrust - GB,US,12.82,40.442188,-80.000854
Equitrans. LP - Transmission Pipeline,US,12.82,40.442188,-80.000854
OKC WASTE DISPOSAL /OKLAHOMA CITY LNDFLL,US,1.56,35.45087,-97.64588
Kyger Creek,US,9.33,38.9161,-82.1281
Southwestern,US,1.12,35.1009,-98.3524
Tulsa,US,3.38,36.1125,-95.9917
Big Sandy,US,22.69,38.1707,-82.6176
Arsenal Hill Power Plant,US,1.89,32.5181,-93.7611
Lieberman Power Plant,US,3.05,32.7047,-93.9597
Weleetka Power Station,US,7.85,35.3246,-96.136
Barry,US,3.32,31.0069,-88.0103
Gorgas,US,24.81,33.6446,-87.2003
SNG Station 5110 Toca. LA,US,0.24,29.867382,-89.830553
SNG Station 5000 Shadyside. LA,US,3.79,29.728308,-91.416658
Wisconsin Public Service Corporation,US,3.03,44.518347,-88.011616
Rothschild Biomass Cogeneration Plant,US,11.8,44.888355,-89.625821
EP Minerals. LLC,US,0.19,43.94974,-117.372147
